row_index,scoutId,luxury_score,floor_heating,guest_toilet,built_in_kitchen,garage_available,air_conditioning,dishwasher,bathtub,laminate_floor,parquet_floor,double_glazing,green_view,quiet_neighborhood,near_public_transport,_parse_failed
551,110541817,7.0,True,True,True,True,True,,True,,True,,,,,
552,113715003,4.0,,,,,,,,True,,,,,,
553,111065625,3.0,,,,,,,True,,,,,,,
554,109403835,,,,,,,,,,,,,,,True
555,111329827,,,,,,,,,,,,,,,True
556,115169848,,,,,,,,,,,,,,,True
557,110210726,,,,,,,,,,,,,,,True
558,105639505,,,,,,,,,,,,,,,True
559,110618919,,,,,,,,,,,,,,,True
560,112945935,6.0,,True,True,True,,,True,False,False,True,,,,
561,103178948,7.0,,True,True,True,,,,True,False,,,,True,
562,113430479,8.0,,True,True,True,,,True,True,False,True,,,,
563,115663120,5.0,,,True,,,,,,False,,,,,
564,111420541,7.0,True,,True,,,,,True,False,,,,,
565,110782366,9.0,,,True,True,,True,True,False,True,True,,,,
566,54796919,6.0,,,True,True,,,,True,False,True,True,True,,
567,112883801,7.0,,,True,,,,True,,False,,,,,
568,115336585,8.0,,,True,True,,,,,True,True,,,,
569,93721769,6.0,,,,,,,,True,False,,,,,
570,110091597,7.0,,,True,,,,,,False,,,,,
571,83176394,9.0,,,True,True,,True,True,False,False,,,,,
572,111420575,,,,,,,,,,,,,,,True
573,112886218,,,,,,,,,,,,,,,True
574,81109513,,,,,,,,,,,,,,,True
575,110480883,,,,,,,,,,,,,,,True
576,109409312,,,,,,,,,,,,,,,True
577,112604752,,,,,,,,,,,,,,,True
578,110283342,,,,,,,,,,,,,,,True
579,115618584,,,,,,,,,,,,,,,True
580,113616296,3.0,,,,,,,True,,,,,,,
581,113643034,6.0,,,True,True,,,,True,,,,,True,
582,113322564,3.0,,,True,,,,True,True,,,,,,
583,93850096,4.0,,,True,,,,True,True,,,,,,
584,115550998,5.0,,True,,,,,True,True,,,True,,,
585,99066610,3.0,,,,,,,,,,,,,,
586,107012680,4.0,,,,,,,True,True,,,,,,
587,109001851,5.0,,,,,,,,True,,,True,,,
588,110658241,3.0,,,,,,,,,,,,,,
589,105446995,3.0,,,,,,,,,,,,,,
590,111783106,8.0,True,True,True,True,,,True,True,True,,,True,,
591,115359448,5.0,True,,,,,,,True,,,,,,
592,68839390,3.0,,,,,,,True,True,,,,,,
593,114744585,6.0,,True,True,,,,,,True,,,,,
594,106922848,,,,,,,,,,,,,,,True
595,109933562,,,,,,,,,,,,,,,True
596,86643119,,,,,,,,,,,,,,,True
597,115524580,,,,,,,,,,,,,,,True
598,104611263,,,,,,,,,,,,,,,True
599,115601545,,,,,,,,,,,,,,,True
600,113809296,4.0,,,True,,,,True,True,,,,True,,
601,110546448,2.0,,,False,,,,,,,,,,,
602,114669390,8.0,True,True,,True,,True,,,True,True,True,,True,
603,112896091,3.0,,,,,,,True,True,,,True,,,
604,113866313,5.0,,,True,,,True,,,,,,,,
605,111362949,4.0,,,True,,,,,,,,,,,
606,115284222,6.0,,,,True,,,,,,True,,,,
607,115133149,3.0,,,True,,,,True,,,,,,,
608,112444431,5.0,,,,,,,,True,,True,,True,,
609,110491406,4.0,,,True,,,,,,,,,,,
610,90517211,7.0,True,True,,True,,,,,True,True,True,,,
611,115060298,4.0,,,True,,,True,True,,,,,,,
612,115701301,5.0,,,,,,,,,True,,True,True,,
613,112906097,6.0,True,True,,True,,,,,,True,,,,
614,115690229,3.0,,,True,,,,,,,,,,,
615,111395990,,,,,,,,,,,,,,,True
616,113331897,,,,,,,,,,,,,,,True
617,93671322,,,,,,,,,,,,,,,True
618,111313048,,,,,,,,,,,,,,,True
619,115015860,,,,,,,,,,,,,,,True
620,112107235,3.0,,,,,,,,,,,,,,
621,110880332,2.0,,,,,,,,,,,,,,
622,115388461,4.0,,,,,,,,True,,,,,,
623,115649673,3.0,,,,,,,,True,,,,True,True,
624,113344242,5.0,,,,True,,,,,,,,,,
625,114650993,3.0,,,True,,,,,,,,,,,
626,111266986,6.0,,True,True,,,,,True,,,,,,
627,58665597,4.0,,,,,,,True,True,,,,,,
628,110338458,5.0,True,,,,,,,,True,,,,,
629,67586598,4.0,,,,True,,,True,True,,,,,,
630,109003061,3.0,,,True,,,,,True,,,,,,
631,113854901,3.0,,,,,,,True,True,,,,,,
632,110922296,4.0,,,,,,,,True,,,,,,
633,107317072,3.0,,,,,,,,True,,,,,,
634,115522815,,,,,,,,,,,,,,,True
635,105151535,,,,,,,,,,,,,,,True
636,109686815,,,,,,,,,,,,,,,True
637,115460103,,,,,,,,,,,,,,,True
638,72424119,,,,,,,,,,,,,,,True
639,107427368,,,,,,,,,,,,,,,True
640,107378315,3.0,,True,,,,,True,True,,,,,,
641,111417850,6.0,,,True,,,,,,True,,True,True,True,
642,114102482,3.0,,,,True,,,True,,,,,,,
643,113684717,8.0,,True,True,True,,,True,,True,,,,,
644,113498231,5.0,,,,,,,True,,,,,,,
645,109002399,3.0,,,,,,,True,,,,True,,,
646,111181701,3.0,,,,,,,,,,,,,,
647,71641543,4.0,,,True,,,,True,True,,,,,,
648,99644451,7.0,True,,True,True,,,,,True,,,,,
649,111401006,2.0,,,,,,,,,,,,,,
650,100521078,2.0,,,,,,,,,,,,,,
651,106618972,3.0,,,,,,,True,,True,,,,,
652,113112819,4.0,,,True,,,,,True,,True,,,,
653,109635029,3.0,,,,,,,,,,,,True,,
654,113194386,3.0,,,,,,,,,,,,,,
655,111240127,,,,,,,,,,,,,,,True
656,70005579,,,,,,,,,,,,,,,True
657,114864742,,,,,,,,,,,,,,,True
658,110792762,,,,,,,,,,,,,,,True
659,113697885,,,,,,,,,,,,,,,True
660,112943421,2.0,,,,,,,,,,,,,,
661,109000952,4.0,,,,False,,True,True,True,,,,,,
662,112713576,3.0,,,,,,,True,,,,,,,
663,114422566,7.0,,,True,True,,,True,,,,,,,
664,110728362,6.0,True,,,,,,,,,True,,,,
665,97612315,5.0,,True,True,,,,,,True,,,,,
666,106754225,3.0,,,,,,,,,,,,,True,
667,34550230,2.0,,,,,,,,,,,,,,
668,113594907,4.0,,,,,,,True,,,,True,,,
669,111374178,6.0,True,,,True,,,,,,True,,,,
670,111124654,4.0,,,True,,,True,,,,,,,,
671,110024384,2.0,,,,,,,True,,,,,,,
672,107109478,5.0,,,,True,,,,True,,,True,True,,
673,110008561,4.0,,,,,,,,,,,,,,
674,104113790,3.0,,,,,,,,,,,,,,
675,110969916,,,,,,,,,,,,,,,True
676,111136829,,,,,,,,,,,,,,,True
677,115658829,,,,,,,,,,,,,,,True
678,110911832,,,,,,,,,,,,,,,True
679,113899365,,,,,,,,,,,,,,,True
680,109666995,3.0,,,,,,,True,,,,,,,
681,111314817,8.0,True,,,True,,,,,True,True,,,,
682,115493911,5.0,,True,True,True,,,,,True,True,,,,
683,104869322,4.0,,True,,,,,True,,,True,,,,
684,106659384,3.0,,,,,,,,,,,,,,
685,105188763,4.0,,,,,,,True,,,,,,,
686,109965058,5.0,,,True,,,,,,,,,,,
687,108988794,3.0,,,,,,,,True,,True,,,,
688,111384654,6.0,True,,,True,,,,,True,True,True,,,
689,113577345,5.0,,,True,,,,,,,,,,,
690,110564655,4.0,,,,,,,,,,,,,,
691,106996028,4.0,,,,,,,True,True,,True,,,,
692,111944483,,,,,,,,,,,,,,,True
693,96696155,,,,,,,,,,,,,,,True
694,112605558,,,,,,,,,,,,,,,True
695,107181486,,,,,,,,,,,,,,,True
696,114891189,,,,,,,,,,,,,,,True
697,107364554,,,,,,,,,,,,,,,True
698,114567758,,,,,,,,,,,,,,,True
699,114829064,,,,,,,,,,,,,,,True
700,111050942,9.0,,,True,,,,,,True,True,,,,
701,112885882,3.0,,,,,,,,,,True,,,,
702,111160881,5.0,,,True,,,,True,True,,,,True,,
703,110583072,3.0,,,,,,,,,,,,,,
704,106931862,8.0,True,True,,,,,True,,True,True,,,,
705,108994576,7.0,True,,,True,,,True,,True,,,,,
706,113149378,4.0,,,True,,,,True,True,,,,,,
707,106777543,3.0,,,,,,,,,,,,True,,
708,111316144,5.0,True,,,True,,,,,,,,,,
709,113807702,6.0,True,,True,True,,,True,,True,True,,,,
710,111559775,4.0,,,True,,,,True,True,,,,,,
711,115125531,2.0,,,,,,,,,,,,True,,
712,115402588,5.0,True,,,,,,,True,,,,,,
713,105116354,6.0,True,,True,True,,,True,,,True,,,,
714,110357819,4.0,,,,,,,True,True,,,,,,
715,109702309,,,,,,,,,,,,,,,True
716,113712324,,,,,,,,,,,,,,,True
717,113640097,,,,,,,,,,,,,,,True
718,114629122,,,,,,,,,,,,,,,True
719,111323685,,,,,,,,,,,,,,,True
720,115699717,3.0,,,True,True,,,,True,,,,,,
721,113619527,1.0,,,,,,,,,,,,,,
722,83918496,5.0,,,True,True,,,True,True,,,True,,,
723,113634946,7.0,True,True,True,,,,True,,,,,True,,
724,111328061,3.0,,,True,,,,,True,,,,,,
725,115351229,5.0,,True,True,,,,True,,,,,,,
726,113053046,6.0,,,True,True,,,True,,,True,,,,
727,106849851,4.0,,,,,,,True,True,,,,,,
728,80587006,4.0,,,,,,,,True,True,,,,,
729,98021558,5.0,,,True,,,,,,,True,,,,
730,114339080,3.0,,,,,,,,True,,,,,,
731,115689821,4.0,,,,,,,True,,,True,,,,
732,114877790,7.0,True,True,True,True,,,True,,True,True,,,True,
733,105867320,5.0,,,True,,,,,,,,,,,
734,115673564,4.0,,,,,,,,True,,,,,,
735,106023677,,,,,,,,,,,,,,,True
736,110487748,,,,,,,,,,,,,,,True
737,111369305,,,,,,,,,,,,,,,True
738,105155348,,,,,,,,,,,,,,,True
739,107373661,,,,,,,,,,,,,,,True
740,114195836,6.0,,,True,,,,,,True,,,,,
741,111472211,3.0,,,,True,,,,True,,,True,,,
742,113832186,6.0,,,True,True,,,True,True,,,True,,,
743,111249295,5.0,,,True,,,True,True,True,,,True,,,
744,113017922,8.0,True,True,True,True,,,,,,True,,,,
745,105771411,3.0,,,,,,,,,,,,,,
746,106482942,3.0,,,,,,,,True,,,,,,
747,110234175,4.0,,,,,,,True,True,,,,,,
748,113649778,5.0,,,,True,,True,,True,,True,True,,,
749,114042755,7.0,True,,True,True,,,True,,True,True,,,,
750,114107256,4.0,,,,,,,,True,,,True,True,True,
751,113057165,4.0,,,,,,,,True,,,,,,
752,75933112,4.0,,,,,,,True,,,,,,,
753,107607514,5.0,True,,True,,,,,,True,True,,,,
754,106895409,4.0,,,,True,,,,True,,True,,,,
755,112185067,,,,,,,,,,,,,,,True
756,79243084,,,,,,,,,,,,,,,True
757,115489162,,,,,,,,,,,,,,,True
758,110996122,,,,,,,,,,,,,,,True
759,90842234,,,,,,,,,,,,,,,True
760,115087406,3.0,,,,,,,,,,True,,,,
761,110515323,2.0,,,,,,,True,,,,,,,
762,106347457,7.0,,,True,,,,True,,True,,,,,
763,111422738,3.0,,,True,,,,,,,,,,,
764,111742258,2.0,,,,,,,True,,,,,,,
765,70159913,4.0,,,True,,,,,True,,,,,,
766,88151092,2.0,,,,,,,,,,,True,,,
767,106919987,7.0,True,True,True,True,,,,,True,,,,,
768,107324645,3.0,,,,,,,True,True,,,,,True,
769,115475275,4.0,,,,,,,,,,,,,,
770,80415003,3.0,,,,True,,,,True,,,,,,
771,105003824,5.0,,,,,,,,,,True,,,,
772,106682854,4.0,,,,,,,True,,,,,,,
773,111313318,3.0,,,,,,,,,,,,,,
774,115541605,,,,,,,,,,,,,,,True
775,111359326,,,,,,,,,,,,,,,True
776,103999534,,,,,,,,,,,,,,,True
777,107341618,,,,,,,,,,,,,,,True
778,110281634,,,,,,,,,,,,,,,True
779,113128180,,,,,,,,,,,,,,,True
780,77880027,4.0,,,True,,,True,,,,,,,,
781,109587223,7.0,True,,,,,,True,,True,True,,,,
782,113669780,6.0,,,True,True,,True,,,True,,,,,
783,108849306,2.0,,,True,,,,,,,,,,,
784,114953704,5.0,,True,True,,,True,True,,True,,,,,
785,115344931,2.0,,,,,,,,,,,,,,
786,111376366,5.0,,,True,,,,,,True,,,,,
787,109732748,3.0,,,True,,,,True,,,,,,,
788,113050640,4.0,True,,True,True,,True,True,True,,,,,,
789,110731461,5.0,,,,True,,True,,,,,,,,
790,113950021,3.0,,,,True,,,,,,,,,,
791,113148969,4.0,,,True,,,,,,,,,,,
792,109465358,3.0,,,,,,,True,True,,,,,,
793,114283779,4.0,,,True,,,,,,,,,,,
794,107337989,5.0,,,True,,,True,,,,,,,,
795,109543437,,,,,,,,,,,,,,,True
796,114892364,,,,,,,,,,,,,,,True
797,115495036,,,,,,,,,,,,,,,True
798,98917170,,,,,,,,,,,,,,,True
799,114934933,,,,,,,,,,,,,,,True
800,115190313,3.0,,,True,,,,True,,,,,,True,
801,95612085,2.0,,True,True,,,,,,,,,,,
802,110669570,6.0,,,True,True,,,True,,,,True,,,
803,111015014,3.0,,,,,,,True,True,,,True,,True,
804,103489469,3.0,,,True,,,,,,,,,,,
805,115586028,5.0,,,True,True,,True,,,,,,,,
806,115618396,4.0,,,,,,,True,,,,,,,
807,113222929,3.0,,,,True,,,,True,,,,,,
808,110909156,4.0,,,True,True,,True,,,,True,True,,,
809,98779138,7.0,True,,True,,,True,True,,True,,,,,
810,107322178,3.0,,,True,,,,,True,,,,,,
811,110455792,4.0,,,,True,,,,,,,,,,
812,106889089,3.0,,,True,,,True,,,,,True,,,
813,68915286,6.0,,,True,,,,True,,,,,,,
814,108326919,,,,,,,,,,,,,,,True
815,111240112,,,,,,,,,,,,,,,True
816,86633326,,,,,,,,,,,,,,,True
817,83591300,,,,,,,,,,,,,,,True
818,111476678,,,,,,,,,,,,,,,True
819,115025616,,,,,,,,,,,,,,,True
820,111349106,7.0,True,,True,,,,True,,True,,,,,
821,113848521,3.0,,,,,,,True,True,,,,,True,
822,111148501,2.0,,,,,,,True,,,,,,,
823,112729846,9.0,,,True,,,,,,,,,,,
824,106386632,8.0,True,True,,,,,True,,,True,,True,,
825,103026811,2.0,,,,,,,True,,,,,,,
826,115556814,1.0,,,,,,,True,,,,,,,
827,113308268,7.0,True,,,True,,,True,,True,True,,,,
828,115528509,5.0,True,,,,,,True,,,,,True,True,
829,115424429,3.0,,,True,,,,True,True,,,,,,
830,104692962,2.0,,,True,,,,,,,,,,,
831,89407447,3.0,,,,,,,True,True,,,,True,,
832,110468555,3.0,,,,,,,True,True,,,,,,
833,106856570,,,,,,,,,,,,,,,True
834,95214447,,,,,,,,,,,,,,,True
835,111455085,,,,,,,,,,,,,,,True
836,107007632,,,,,,,,,,,,,,,True
837,107756748,,,,,,,,,,,,,,,True
838,109340834,,,,,,,,,,,,,,,True
839,110240358,,,,,,,,,,,,,,,True
840,113780668,4.0,,,,,,,,,,True,,,,
841,113607493,1.0,,,,,,,,,,,,,,
842,111424500,3.0,,,True,True,,,,,,True,,True,,
843,112777212,5.0,,True,,,,,True,True,,,,,,
844,107825688,4.0,,,,True,,,True,True,,,,,,
845,113574581,8.0,True,,True,True,,,,,,,,,,
846,79771174,3.0,,,,,,,,,,,,,,
847,115561612,7.0,True,True,True,True,,,,,True,,,,,
848,107340460,4.0,,,,,,,,True,,,,True,,
849,91124828,3.0,,,,,,,,True,,,,True,,
850,115592957,4.0,,,,,,,,,,,,,,
851,113761770,5.0,True,,True,True,,True,True,,True,True,,,,
852,73718243,4.0,,,,,,,,,,,,,,
853,107378502,4.0,,,,,,,,True,,,,True,,
854,112578178,5.0,True,,,,,,,True,,,,,,
855,108774959,,,,,,,,,,,,,,,True
856,103505132,,,,,,,,,,,,,,,True
857,88504105,,,,,,,,,,,,,,,True
858,115556941,,,,,,,,,,,,,,,True
859,110767064,,,,,,,,,,,,,,,True
860,111354342,3.0,,,True,,,,,,,,,,,
861,115470186,4.0,,,True,,,,,,True,,,,,
862,115619129,9.0,True,True,,True,,,,,True,,,True,,
863,113577580,7.0,True,,True,True,,True,True,,True,True,,,,
864,112729444,5.0,,,True,True,,,True,True,,,,,,
865,115563555,6.0,,,True,,True,,True,True,,True,,,,
866,115358387,2.0,,,,,,,True,,,,,,,
867,108177922,3.0,,,,,,True,,True,True,,,,,
868,109856022,6.0,True,,True,True,,,,,True,True,True,True,True,
869,111403967,4.0,,,True,True,,,True,,,,,True,,
870,105169616,3.0,,,,,,,,,,,,True,True,
871,106003996,7.0,True,,True,True,,True,True,,,True,,,,
872,111637959,3.0,,,True,,,,,,,,,,,
873,107063867,4.0,,,True,,,,,True,,,,,,
874,109002288,,,,,,,,,,,,,,,True
875,111193859,,,,,,,,,,,,,,,True
876,113669303,,,,,,,,,,,,,,,True
877,114892873,,,,,,,,,,,,,,,True
878,113182004,,,,,,,,,,,,,,,True
879,109691586,,,,,,,,,,,,,,,True
880,113678478,4.0,,,,,,,True,,,,,,,
881,111407431,6.0,,True,True,,,,True,,True,,,,True,
882,111303749,3.0,,,,,,,,,,,,,,
883,115176177,4.0,,True,,,,,True,,,,,,True,
884,109472422,5.0,,,,True,,,,,,,,,,
885,109242975,3.0,,,,,,,True,True,,,,,,
886,111256009,6.0,True,True,True,,,True,,,True,,,,,
887,112882533,4.0,,,,,,,True,,,,True,True,,
888,111625669,3.0,,,,,,,True,True,,,,,,
889,84395792,4.0,,,,,,,,,,,,True,,
890,115552251,4.0,,,,,,True,,,,,,,,
891,110430953,3.0,,,,,,,True,True,,,,,,
892,110637286,4.0,,,,,,,,,,,,,,
893,113577100,3.0,,,,,,,,True,,,,,,
894,112349843,,,,,,,,,,,,,,,True
895,112322457,,,,,,,,,,,,,,,True
896,115274405,,,,,,,,,,,,,,,True
897,107332215,,,,,,,,,,,,,,,True
898,47335676,,,,,,,,,,,,,,,True
899,107704747,,,,,,,,,,,,,,,True
900,110772748,3.0,,,True,,,,True,,,,,,,
901,110281190,7.0,,,,True,,,,True,,True,True,True,,
902,111755896,4.0,,,True,,,,True,,,,,,,
903,111311365,5.0,,,,,,,True,,,,True,,,
904,111390867,5.0,,,,,,,True,True,,True,,True,True,
905,106172812,3.0,,,,,,,,,,,,,,
906,67325647,5.0,True,True,True,,,True,,True,,True,,,,
907,110492973,4.0,,,True,,,,True,,,,,,,
908,98962855,6.0,,,,,,,True,True,,,,,,
909,113820425,4.0,,,,,,,True,,,,,,,
910,111518277,3.0,,,,,,,,,,,,,,
911,106593919,7.0,True,True,True,,,True,True,,,True,,,,
912,111987352,5.0,,,True,,,,True,True,,,,,,
913,105852336,4.0,,,,,,,,,,,True,True,,
914,112301343,3.0,,,,,,,,,,,,,,
915,110610023,,,,,,,,,,,,,,,True
916,115306096,,,,,,,,,,,,,,,True
917,99299177,,,,,,,,,,,,,,,True
918,105689662,,,,,,,,,,,,,,,True
919,107322097,,,,,,,,,,,,,,,True
920,115575707,5.0,,,,,,,True,False,False,,True,,,
921,112831966,3.0,,,,True,,,True,True,False,True,,,,
922,111239581,7.0,True,True,True,,,True,True,False,True,,True,,,
923,115574304,6.0,,,True,,,True,True,True,True,,,,,
924,115568878,2.0,True,,,,,,True,,,,,,,
925,115133850,7.0,True,,True,True,,,True,,True,,,,,
926,112372558,5.0,,,True,,,,True,,,,,,,
927,101143652,6.0,,,,,,,True,,True,True,,,,
928,107376684,4.0,,,,,,,True,,,,,,,
929,113175394,3.0,,,,True,,,True,,,,,,,
930,113324723,6.0,True,,True,True,,True,True,,,True,True,,,
931,106972613,5.0,,,,,,,True,,,,,,,
932,91333110,5.0,,,True,,,True,,,True,,,,,
933,112571186,,,,,,,,,,,,,,,True
934,91423218,,,,,,,,,,,,,,,True
935,103182593,,,,,,,,,,,,,,,True
936,115459929,,,,,,,,,,,,,,,True
937,70746531,,,,,,,,,,,,,,,True
938,109940749,,,,,,,,,,,,,,,True
939,112592611,,,,,,,,,,,,,,,True
940,114465455,4.0,,,True,,,,,True,,,,,True,
941,102602041,2.0,,,,,,,,,,,,,True,
942,115365302,8.0,,True,True,True,,True,True,,,,,True,,
943,66928456,5.0,,,True,,,True,True,True,,,,,,
944,114443032,1.0,,,,,,,,,,,,,,
945,115643284,6.0,,,True,,,True,,,,True,,True,,
946,115060694,3.0,,,,,,,True,True,,,,,,
947,105277443,5.0,,,,,,,True,,,,,True,,
948,83975256,7.0,True,True,True,,,True,True,,True,,,,,
949,107870028,3.0,,,,,,,True,,,,,,,
950,115616520,2.0,,,,,,,,,,,,,,
951,111317342,3.0,,,,,,,True,,,,,,,
952,115440942,4.0,,,,,,,True,True,,,,,,
953,115540988,,,,,,,,,,,,,,,True
954,111415581,,,,,,,,,,,,,,,True
955,106597091,,,,,,,,,,,,,,,True
956,111303204,,,,,,,,,,,,,,,True
957,107048866,,,,,,,,,,,,,,,True
958,103210497,,,,,,,,,,,,,,,True
959,82889459,,,,,,,,,,,,,,,True
960,112603789,3.0,,,,,,,True,,,,,,,
961,111039698,6.0,,,,True,,,,,True,,,,,
962,113849211,3.0,,,True,,,,True,,,,,,,
963,99891935,3.0,,,,,,,,,,,,True,,
964,54971058,4.0,,,,,,,True,True,,,,,,
965,113349233,7.0,,True,True,,,True,,,True,,,,,
966,111417664,5.0,,,,,,True,,,True,,True,,,
967,93638384,4.0,,,,,,,,,,,,,,
968,113595027,4.0,,,True,,,,True,True,,,,,,
969,112533018,3.0,,,,,,,,True,,,,,,
970,110623329,5.0,,,True,True,,True,,,,True,,,,
971,115660958,4.0,,,,,,,True,,,,,,True,
972,97014261,3.0,,,,,,,,True,,,,,,
973,115364304,5.0,,,True,,,True,,,True,,,,,
974,88058895,,,,,,,,,,,,,,,True
975,110519806,,,,,,,,,,,,,,,True
976,115591901,,,,,,,,,,,,,,,True
977,107350618,,,,,,,,,,,,,,,True
978,114318484,,,,,,,,,,,,,,,True
979,87185785,,,,,,,,,,,,,,,True
980,107323807,6.0,,,True,False,,,True,,,True,True,,,
981,114640764,3.0,,,,,,,True,True,,,,,,
982,89630863,3.0,,,,,,,True,True,,,,,,
983,115353976,6.0,,True,,,,,True,,,True,,,,
984,115675584,5.0,,,,,,,,,,,,,,
985,109834495,3.0,,,,,,,True,True,,,,,,
986,115691712,4.0,,,,,,,True,,,,,,,
987,110166459,7.0,True,,True,True,,,,,True,True,,,,
988,111412297,5.0,,,True,,,True,True,,,,True,,,
989,111202426,4.0,,,,,,,True,True,,,,,,
990,101967877,3.0,,,,,,,True,,,,,,,
991,90875343,5.0,,,True,True,,,,,,True,True,,,
992,107372218,4.0,,,,,,,True,,,,,,,
993,115640582,3.0,,,,,,,,,,,,,,
994,111423383,4.0,,,,,,,True,,,,,,,
995,113058948,,,,,,,,,,,,,,,True
996,106053095,,,,,,,,,,,,,,,True
997,113703800,,,,,,,,,,,,,,,True
998,112163245,,,,,,,,,,,,,,,True
999,107339598,,,,,,,,,,,,,,,True
1000,105853324,3.0,,,,True,,,,True,,,True,,,
1001,110375572,3.0,,,,,,,True,True,,,,True,,
1002,110411192,7.0,,,,,True,,,,,,,,,
1003,99265240,6.0,,True,True,,,,True,,True,,,,,
1004,112723843,2.0,,,,,,,True,True,,,,,,
1005,111153490,3.0,,,,,,,,,,,,True,,
1006,106543242,4.0,,,,,,,,,,,,,,
1007,110259861,6.0,True,,,True,,,True,,True,,True,,True,
1008,113761542,3.0,,,,,,,,True,,,,,,
1009,113436951,3.0,,,,,,,True,,,,,,,
1010,111875734,5.0,,,,,,,True,True,,,,,,
1011,113705698,7.0,,,,True,,,True,,,,,,,
1012,110638186,4.0,,,,,,,True,True,True,,,,,
1013,115653123,5.0,,,,,,,True,,,,,,,
1014,65444463,,,,,,,,,,,,,,,True
1015,115180797,,,,,,,,,,,,,,,True
1016,111341051,,,,,,,,,,,,,,,True
1017,106988310,,,,,,,,,,,,,,,True
1018,113725145,,,,,,,,,,,,,,,True
1019,100752662,,,,,,,,,,,,,,,True
1020,113800286,4.0,,,True,,,,True,True,True,,,,,
1021,115563177,7.0,True,True,,,,,,True,,True,,,,
1022,107936620,5.0,,,,,,,True,True,,,True,,,
1023,113155911,1.0,,,,,,,,,,,,,,
1024,102559335,5.0,,True,True,,,,,True,,,,,True,
1025,111414819,5.0,,,True,,,,True,,,,,,,
1026,105168282,3.0,,,,,,,True,True,,,,,,
1027,66012954,4.0,,,,,,,True,,,True,,,,
1028,110806347,6.0,True,,True,,,,True,True,True,,,,,
1029,112590971,7.0,True,True,True,True,,,True,,,,,,,
1030,113328492,6.0,True,True,True,,,,True,,,,True,,,
1031,111891429,6.0,True,True,,,,,True,True,True,,,,,
1032,115521258,4.0,,,True,,,,,True,,True,,True,,
1033,109409300,2.0,,,,,,,,True,,,,,,
1034,111182737,6.0,True,,True,,,,True,,True,,,,,
1035,111328308,5.0,,,,,,,True,,,True,,,,
1036,115169909,,,,,,,,,,,,,,,True
1037,111490028,,,,,,,,,,,,,,,True
1038,94289645,,,,,,,,,,,,,,,True
1039,115658208,,,,,,,,,,,,,,,True
1040,106367219,4.0,,,,,,,True,True,,True,,,,
1041,115657464,3.0,,,,,,,True,,,,True,,,
1042,115208997,6.0,,,True,,,,,,True,,,,,
1043,114289085,3.0,,,,True,,,,,,,True,,,
1044,107322422,7.0,True,True,,True,,,True,,True,,,,True,
1045,114183480,4.0,,,,,,,True,True,,,,,,
1046,72567204,5.0,,,,,,,True,,True,,,,,
1047,111376860,4.0,,,,True,,,,True,,,,,,
1048,104990043,3.0,,,,,,,True,True,,,,,,
1049,113614306,6.0,True,True,,True,,,True,,True,,,,,
1050,113666394,4.0,,,,True,,,True,True,,,,,,
1051,110771764,5.0,,,True,,,,,,,,,,,
1052,108927543,3.0,,,,,,,True,True,,,,,,
1053,113344551,6.0,,,,True,,,True,,,,,,,
1054,44336643,5.0,,,,True,,,,True,,,,,,
1055,111366877,,,,,,,,,,,,,,,True
1056,105037554,,,,,,,,,,,,,,,True
1057,111394022,,,,,,,,,,,,,,,True
1058,110977314,,,,,,,,,,,,,,,True
1059,114043726,,,,,,,,,,,,,,,True
1060,114132649,3.0,,,,,,,True,,,,True,,,
1061,109166615,1.0,,,,,,,,,,,,,,
1062,112509587,4.0,,,,,,,True,True,,,,,,
1063,104550302,6.0,,True,,,,,True,,,,,,,
1064,115639857,4.0,,,True,,,,True,,,True,True,,,
1065,110859664,5.0,,,True,,,,,True,,,,True,True,
1066,110948553,3.0,,,,,,,True,,,,,,,
1067,115450744,5.0,,,,,,,True,,,True,,,,
1068,109941651,7.0,True,True,True,True,,True,True,,True,True,True,,,
1069,115450178,4.0,,True,,,,,True,,,True,,,,
1070,110858922,3.0,,True,,,,,,,,True,,,,
1071,105265723,3.0,,,,,,,True,True,,True,,,,
1072,109506746,3.0,,,,,,,True,True,,,,True,,
1073,110276310,6.0,True,,True,True,,True,True,,True,True,True,,,
1074,106934838,4.0,,,,,,,True,,,True,,,,
1075,113994817,,,,,,,,,,,,,,,True
1076,104044017,,,,,,,,,,,,,,,True
1077,107335223,,,,,,,,,,,,,,,True
1078,110978109,,,,,,,,,,,,,,,True
1079,111172861,,,,,,,,,,,,,,,True
1080,111391755,4.0,,,,,,,True,True,,,True,,,
1081,114881543,3.0,,,True,,,,True,True,,,,,,
1082,110802425,1.0,,,,,,,,,,,,,,
1083,113359518,4.0,,True,,,,,,,,True,,,,
1084,112827387,6.0,,True,True,True,,,True,,True,True,True,,,
1085,107067726,5.0,,,,,,,True,,,,True,,,
1086,104158521,3.0,,,,,,,True,True,,,,,,
1087,90800764,4.0,,,,,,,True,True,,,True,,,
1088,106596808,9.0,True,True,True,True,,,True,,True,True,True,True,,
1089,56474005,2.0,,,,,,,True,True,,,,,,
1090,113779939,3.0,,,,,,,True,,,True,,,,
1091,114229688,3.0,,,,True,,,,True,,,,,,
1092,108136637,2.0,,,,,,True,,,,,,,,
1093,106248466,5.0,True,True,True,True,,,True,,True,True,True,True,,
1094,114572792,2.0,,,,,,,True,True,,,,,,
1095,115457278,8.0,True,True,True,True,,,True,,True,True,True,True,,
